SampleID,Rocktype,Source,Publication1,Publication2,Project,Dlat,Dlong,Sample_type,Core,Depth_m_from,Depth_m_to,Description_Other_notes,,SiO2_pct,TiO2_pct,Al2O3_pct,Fe2O3T_pct,MgO_pct,MnO_pct,CaO_pct,Na2O_pct,K2O_pct,P2O5_pct,SO3_pct,LOI_pct,Cl_pct,Total_calc,Total_LOI,Total_LOI_SO3,aSiO2_pct,aTiO2_pct,aAl2O3_pct,aFe2O3T_pct,aMgO_pct,aMnO_pct,aCaO_pct,aNa2O_pct,aK2O_pct,aP2O5_pct,aTotal,FeOT_pct,Mg,Na20_K2O,K2O_Na2O,ASI,Eu_Eu,Au_ppb,Pt_ppb,Pd_ppb,Re_ppm,Ag_ppm,F_ppm,Bi_ppm,Sn_ppm,Mo_ppm,Be_ppm,Cs_ppm,Ba_ppm,Rb_ppm,Sr_ppm,Pb_ppm,Th_ppm,U_ppm,Nb_ppm,Ta_ppm,Zr_ppm,Hf_ppm,Y_ppm,Ga_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,Ni_ppm,V_ppm,Cd_ppm,Cr_ppm,Cu_ppm,Zn_ppm,Sb_ppm,As_ppm,Ge_ppm,Ti_ppm
WID1887-7,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.464818,121.537529,core,WID1887,246,,,,52.232,0.845,14.546,11.961,7.016,0.218,9.394,3.099,0.122,0.064,0.099,0.31,,99.497,99.81,99.91,52.5,0.85,14.62,12.02,7.05,0.22,9.44,3.11,0.12,0.06,100,10.76,53.77,3.221,0.039368,0.652189,0.979576,,,,,,619,0.12,8.6,0.3,2.2,4.72,24.9,2.7,112.5,0.86,0.23,0.04,2.2,0.22,46.8,1.25,22.3,15.3,3.91,7.32,1.17,6.25,1.78,0.73,2.89,0.5,3.3,0.75,2.13,,2.11,0.3,48,67,303,,278,31,86,2.6,1.9,0.8,5065.775
SE10-9,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.852658,121.528199,core,SE10,1439.57,,,,48.978,1.52,14.184,13.55,3.466,0.21,7.94,3.011,0.072,0.117,0.158,6.699,,93.048,99.75,99.91,52.64,1.63,15.24,14.56,3.72,0.23,8.53,3.24,0.08,0.13,100,12.19,33.64,3.083,0.023912,0.72881,0.862975,,,,,,463,,0.5,0.4,4.5,0.21,48.5,1.7,249.4,1.23,0.55,0.12,4.2,0.25,88.1,2.54,38.1,20.8,6.49,12.81,2.07,10.86,4.17,1.291,5,0.91,5.66,1.27,3.53,,3.58,0.54,38,36,378,,17,64,192,2.7,21,1.7,9112.4
BA1,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.527468,121.057827,core,BUDG049,21,,,,48.903,0.573,14.953,11.059,8.31,0.169,10.403,1.758,0.061,0.055,0.024,3.623,,96.244,99.87,99.89,50.81,0.6,15.54,11.49,8.63,0.18,10.81,1.83,0.06,0.06,100,9.95,59.84,1.819,0.034699,0.683874,1.046328,,,,,,201,0.02,0.3,0.3,1.8,5.83,15.9,0.9,109,0.67,0.21,3.66,1.3,4.99,34.7,1,16.7,15.1,3.67,5.19,0.77,3.53,1.18,0.519,1.93,0.36,2.45,0.54,1.63,,1.56,0.25,35,104,222,,417,20,77,3.3,24,1.8,3435.135
BUDG049-1,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.527468,121.057827,core,BUDG049,2.5,,,,50.042,0.568,14.883,10.669,7.74,0.168,11.185,1.344,0.07,0.061,0.051,3.103,,96.73,99.83,99.88,51.73,0.59,15.39,11.03,8,0.17,11.56,1.39,0.07,0.06,100,9.6,58.99,1.414,0.052083,0.6581,0.934298,,,,,,456,0.58,0.2,0.3,,0.08,17.5,1,90.8,,0.35,0.07,1.4,0.15,34.9,0.85,15.5,15.5,3.73,5.25,0.8,4.04,1.31,0.497,2.01,0.34,2.29,0.52,1.48,,1.5,0.23,38,105,223,,405,60,71,3.5,11.1,1.1,3405.16
BUDG049-3,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.527468,121.057827,core,BUDG049,20.9,,,,50.147,0.574,15.116,10.643,8.086,0.164,10.817,1.672,0.054,0.055,0.038,2.524,,97.328,99.85,99.89,51.52,0.59,15.53,10.94,8.31,0.17,11.11,1.72,0.06,0.06,100,9.58,60.1,1.726,0.032297,0.672763,0.898574,,,,,,397,0.66,0.3,,1.2,0.04,17.8,0.5,114.4,0.36,0.29,0.06,1.3,0.12,35.3,0.93,14.9,16.1,3.49,5.37,0.75,3.91,1.42,0.498,2.02,0.32,2.22,0.53,1.45,,1.51,0.23,39,108,222,,412,47,72,3.6,20.2,1.1,3441.13
BUDG049-4,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.527468,121.057827,core,BUDG049,50.6,,,,48.675,0.593,15.576,10.659,8.582,0.164,10.512,1.575,0.048,0.056,0.028,3.423,,96.44,99.86,99.89,50.47,0.61,16.15,11.05,8.9,0.17,10.9,1.63,0.05,0.06,100,9.59,61.49,1.623,0.030476,0.716199,0.832856,,,,,,475,0.6,0.3,0.4,1,0.07,18.4,0.5,79.6,,0.29,0.07,1.3,0.12,36.5,0.93,14.8,17.3,3.5,5.62,0.78,4.03,1.42,0.451,1.93,0.35,2.37,0.53,1.47,,1.51,0.21,40,96,236,,362,90,67,3.1,6.9,0.9,3555.035
BUDG049-BA3,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.527468,121.057827,core,BUDG049,,,,,48.765,0.591,15.475,10.959,8.61,0.166,10.4,1.421,0.05,0.057,0.07,3.321,,96.494,99.82,99.89,50.54,0.61,16.04,11.36,8.92,0.17,10.78,1.47,0.05,0.06,100,9.86,60.91,1.471,0.035186,0.726751,1.006557,,,,,,487,0.04,0.3,,2.2,5.17,18.1,0.7,77.5,0.62,0.17,4.06,1.3,0.12,36.7,1.06,13,17.1,3.97,5.47,0.8,3.91,1.18,0.522,2.09,0.35,2.5,0.58,1.6,,1.58,0.24,41,96,241,,362,125,69,3.8,26,1.8,3543.045
CD201-3A,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.34769,121.749651,core,CD201,96.48,,,,44.041,0.651,14.133,13.353,9.678,0.256,9.696,0.523,0.022,0.067,0.095,7.332,,92.42,99.75,99.85,47.65,0.7,15.29,14.45,10.47,0.28,10.49,0.57,0.02,0.07,100,12.02,58.97,0.545,0.042065,0.763684,0.791676,,,,,,745,0.69,0.7,0.4,0.8,0.16,7.3,0.3,101.2,1.37,0.49,0.13,2.3,0.15,52.6,1.38,20.7,15.9,5.83,9.3,1.3,6.53,2,0.585,2.55,0.41,3.14,0.63,1.85,,1.91,0.3,32,211,222,,648,16,125,3.7,2.9,1.2,3902.745
CD339W3-12B,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,305.94,,,,50.729,0.68,15.445,10.989,6.254,0.243,10.034,1.968,0.114,0.073,0.252,3.046,,96.529,99.58,99.83,52.55,0.7,16,11.38,6.48,0.25,10.39,2.04,0.12,0.08,100,9.89,53.01,2.082,0.057927,0.715135,0.894559,,,,,,383,0.64,0.6,,,3.08,23.9,0.9,122.4,1.83,0.79,0.13,2.5,0.19,58.5,1.54,24.6,15.5,5.63,9.16,1.29,6.18,1.94,0.666,2.67,0.45,3.09,0.67,2.01,,2.03,0.33,36,230,214,,683,16,127,2.6,12.6,1.8,4076.6
CD259-13,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.3485,121.748452,core,CD259,367.33,,,,54.743,1.016,15.618,8.685,6.137,0.112,5.248,2.982,0.577,0.12,0.152,4.471,,95.238,99.71,99.86,57.48,1.07,16.4,9.12,6.44,0.12,5.51,3.13,0.61,0.13,100,7.81,58.35,3.559,0.193494,1.036492,0.892373,,,,,,484,0.63,0.4,,1.4,0.73,189.7,13.5,132.2,0.78,0.68,0.31,4.2,0.29,96.9,2.87,19.4,19.9,8.95,16.3,2.12,9.83,2.79,0.924,3.59,0.59,3.74,0.8,2.22,,1.87,0.3,41,59,291,,78,277,101,2.9,0.7,1.7,6090.92
CD259-14,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.3485,121.748452,core,CD259,361,,,,51.777,0.814,15.185,10.423,6.658,0.145,7.739,2.698,0.378,0.094,0.026,3.957,,95.911,99.87,99.89,53.98,0.85,15.83,10.87,6.94,0.15,8.07,2.81,0.39,0.1,100,9.38,55.88,3.076,0.140104,0.802893,0.901608,,,,,,508,0.64,0.3,,,0.63,112.5,8.2,182.8,0.78,0.49,0.2,3.1,0.24,70.3,1.96,19.1,18.2,6.47,11.26,1.5,7.03,2.32,0.754,2.81,0.47,3.07,0.64,1.9,,1.96,0.29,40,62,257,,198,26,91,2.6,0.7,1.9,4879.93
CD259-17,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.3485,121.748452,core,CD259,319.28,,,,53.997,0.763,16.106,7.988,6.585,0.151,6.346,3.348,0.038,0.088,0.043,4.43,,95.41,99.84,99.88,56.59,0.8,16.88,8.37,6.9,0.16,6.65,3.51,0.04,0.09,100,7.19,62.05,3.386,0.01135,0.942842,0.802812,,,,,,499,0.02,0.4,,1.1,7.44,20.1,0.2,133.6,0.79,0.45,0.18,2.9,0.21,65.2,1.92,20.8,15.2,6.35,10.93,1.51,7.38,2.23,0.703,3.21,0.54,3.59,0.74,2.06,,2.11,0.33,34,96,238,,360,68,93,2.5,0.9,0.8,4574.185
CD339W3-11,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,317.53,,,,47.88,0.685,15.831,10.524,11.467,0.153,7.682,2.012,0.04,0.079,0.012,3.403,,96.353,99.76,99.77,49.69,0.71,16.43,10.92,11.9,0.16,7.97,2.09,0.04,0.08,100,9.47,68.37,2.052,0.019881,0.914298,0.734617,,,,,,320,0.66,0.4,,,3.39,29.5,,101.2,1.45,0.37,0.13,2.4,0.15,56.6,1.62,16.7,15.5,5.54,9.65,1.3,6.29,2.01,0.566,2.76,0.47,3.19,0.6,1.93,,1.77,0.26,35,409,232,,1081,12,117,2.8,2.7,1.4,4106.575
CD339W3-8,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,298.53,,,,48.116,0.718,14.965,13.947,7.805,0.273,9.364,1.398,0.107,0.063,0.012,3.066,,96.756,99.82,99.83,49.73,0.74,15.47,14.41,8.07,0.28,9.68,1.44,0.11,0.07,100,12.55,52.59,1.505,0.076538,0.770028,0.875848,,,,,,421,0.03,0.5,,,1.87,15.8,0.6,65.2,1.17,0.42,0.13,2.6,0.17,62.1,1.71,20.3,15,5.9,10.09,1.37,6.78,2.19,0.722,2.9,0.49,3.29,0.71,2,,1.95,0.33,37,187,230,,710,3,163,2.8,1.8,2.1,4304.41
KD330-7A,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,257.44,,,,52.039,0.709,15.533,7.025,3.397,0.194,9.987,3.089,0.63,0.078,0.324,6.758,,92.681,99.44,99.76,56.15,0.76,16.76,7.58,3.67,0.21,10.78,3.33,0.68,0.08,100,6.32,48.94,3.719,0.203949,0.649522,0.852031,,,,,,475,0.54,0.4,,1,1.14,565.1,22.2,101.1,1.23,0.44,0.15,2.8,0.2,58.6,1.65,16,16.5,5.62,10.58,1.52,7.37,2.33,0.737,3,0.53,3.75,0.81,2.16,,2.17,0.3,32,244,216,,697,62,63,2.7,0.5,1.4,4250.455
KD330-8,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,280.79,,,,49.715,0.742,16.211,11.822,7.432,0.206,5.154,1.795,0.589,0.072,0.007,6.068,,93.738,99.81,99.81,53.04,0.79,17.29,12.61,7.93,0.22,5.5,1.91,0.63,0.08,100,10.64,55.48,2.384,0.328134,1.251079,0.877384,,,,,,645,0.02,0.4,,,0.71,231.7,15.5,99.9,1.44,0.54,0.17,2.5,0.19,61.3,1.8,20,15.9,4.04,7.86,1.23,6.2,2.14,0.736,3.07,0.55,3.81,0.79,2.03,,2.07,0.28,36,169,258,,754,4,126,2.1,1.1,1.5,4448.29
KD330-1,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,58.84,,,,51.22,0.609,12.557,11.16,9.781,0.156,7.527,1.893,0.319,0.061,0.65,3.859,,95.283,99.14,99.79,53.76,0.64,13.18,11.71,10.27,0.16,7.9,1.99,0.33,0.06,100,10.04,63.48,2.212,0.168516,0.732638,0.836342,,,,,,345,0.74,0.5,,0.3,0.28,124.6,9.4,187.3,6.32,2.37,0.75,3,0.23,61.4,1.69,17.4,12.9,9.57,16.82,2.08,8.37,2.38,0.657,2.37,0.41,2.72,0.58,1.65,,1.78,0.22,36,186,210,,803,87,81,3.3,2.2,1.5,3650.955
KD330-4,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.225722,121.67464,core,KD330,80.49,,,,51.883,0.603,12.497,11.001,10.466,0.166,7.866,2.708,0.677,0.063,0.585,1.249,,97.93,99.18,99.76,52.98,0.62,12.76,11.23,10.69,0.17,8.03,2.77,0.69,0.06,100,9.9,65.36,3.385,0.25,0.641406,0.926223,,,,,,421,0.73,0.5,0.4,1.2,4.9,185.5,22.1,331.3,9.42,1.71,0.75,3.2,0.26,57.5,1.61,15.3,12.8,7.64,14.4,1.78,7.41,1.92,0.656,2.44,0.42,2.83,0.61,1.67,,1.73,0.23,35,209,209,,870,76,87,3.3,3.8,2.3,3614.985
SE10-2,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.852658,121.528199,core,SE10,231.57,,,,53.244,0.561,11.847,8.603,8.881,0.139,6.47,3.946,0.044,0.056,0.364,5.649,,93.791,99.44,99.8,56.77,0.6,12.63,9.17,9.47,0.15,6.9,4.21,0.05,0.06,100,7.74,67.19,3.99,0.011151,0.647448,0.842907,,,,,,418,0.07,0.5,0.5,0.8,0.07,17.3,0.8,59.7,3.31,2.04,0.61,2.6,0.21,55.8,1.59,14.9,9.5,6.18,10.06,1.32,5.79,1.97,0.58,2.23,0.37,2.53,0.54,1.47,,1.56,0.22,32,222,182,,919,96,64,2.6,3.7,1.4,3363.195
SE10-3,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.852658,121.528199,core,SE10,384.66,,,,49.959,0.512,10.716,11.267,12.692,0.177,8.81,0.611,1,0.055,0.097,3.825,,95.799,99.62,99.72,52.15,0.53,11.19,11.76,13.25,0.18,9.2,0.64,1.04,0.06,100,10.14,69.08,1.611,1.636661,0.592064,1.010667,,,,,,471,0.53,0.4,,4.3,0.57,347.2,25.5,79.2,3.12,1.84,0.6,2.3,0.13,51.2,1.37,14.4,12.5,9.16,14.67,1.77,7.37,2.21,0.73,2.15,0.34,2.15,0.47,1.33,,1.32,0.22,28,335,179,,1194,53,85,2.4,8.9,1.4,3069.44
SE10-5,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.852658,121.528199,core,SE10,449.28,,,,50.402,0.623,11.953,11.7,11.61,0.181,8.506,1.512,0.267,0.065,0.18,2.793,,96.819,99.61,99.79,52.06,0.64,12.35,12.08,11.99,0.19,8.79,1.56,0.28,0.07,100,10.53,66.31,1.779,0.176587,0.655473,0.760631,,,,,,489,0.72,0.4,0.3,4.4,0.22,85.8,6.8,93.6,4.68,2.57,0.76,2.8,0.18,60.2,1.67,18.4,11.1,11.44,18.67,2.16,9.19,2.51,0.627,2.47,0.42,2.55,0.57,1.64,,1.64,0.27,31,251,196,,942,31,86,2.7,1,1.6,3734.885
SE10-6,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.852658,121.528199,core,SE10,475.18,,,,51.999,0.587,11.653,10.304,10.194,0.16,9.593,1.665,0.29,0.06,0.244,3.04,,96.505,99.55,99.79,53.88,0.61,12.08,10.68,10.56,0.17,9.94,1.73,0.3,0.06,100,9.27,66.24,1.955,0.174174,0.568776,0.983877,,,,,,477,0.04,0.5,0.3,4.5,0.21,94.7,6.4,127,4.91,2.61,0.66,2.5,0.17,55.9,1.5,17.1,12.3,10.13,16.25,1.99,8.02,2.2,0.731,2.31,0.4,2.41,0.53,1.5,,1.52,0.23,32,239,189,,914,65,78,2.3,3,1.7,3519.065
CD339W3-1,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,210.07,,,,47.865,0.625,13.005,10.033,6.161,0.154,8.683,1.588,0.401,0.064,0.349,10.958,,88.579,99.54,99.89,54.04,0.71,14.68,11.33,6.96,0.17,9.8,1.79,0.45,0.07,100,9.03,54.9,1.989,0.252519,0.690747,0.819767,,,,,,288,0.6,1.1,0.4,0.5,0.32,47.7,9.5,133.9,7.82,2.85,0.82,3,0.22,61.5,1.66,18,14.9,11.73,18.85,2.25,9.47,2.26,0.645,2.54,0.42,2.85,0.57,1.67,,1.59,0.25,37,85,216,,269,48,168,3.2,0.8,1.4,3746.875
CD339W3-2,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,210.4,,,,48.882,0.638,13.079,10.367,6.247,0.146,8.828,1.961,0.24,0.066,0.588,8.86,,90.454,99.31,99.9,54.04,0.71,14.46,11.46,6.91,0.16,9.76,2.17,0.27,0.07,100,9.33,54.43,2.201,0.122387,0.669677,0.90479,,,,,,390,0.83,0.6,0.7,,0.2,20.6,5.4,84,3.86,2.67,0.87,3.3,0.23,65,1.79,16.9,15.4,12.23,19.83,2.36,9.52,2.32,0.749,2.75,0.45,2.75,0.63,1.65,,1.63,0.24,38,85,219,,246,84,82,3.4,3.1,1.5,3824.81
CD339W3-3,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,221.03,,,,48.725,0.653,12.886,9.375,6.139,0.13,8.795,2.347,0.247,0.067,0.008,10.545,,89.364,99.91,99.92,54.52,0.73,14.42,10.49,6.87,0.15,9.84,2.63,0.28,0.07,100,8.44,56.49,2.594,0.105241,0.640683,0.74056,,,,,,362,0.03,0.4,0.4,,0.24,131.4,8.2,95.9,2.69,2.79,0.86,3.2,0.24,69.6,1.88,18.4,14.5,9.17,16.19,1.99,9.29,2.49,0.639,2.77,0.45,2.91,0.61,1.7,,1.77,0.25,34,80,221,,158,6,48,3,2.1,1.9,3914.735
SE2-3B,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.808291,121.514243,core,SE2,254.91,,,,51.825,0.716,13.711,10.939,5.985,0.174,11.463,1.174,0.182,0.076,0.262,3.394,,96.245,99.64,99.9,53.85,0.74,14.25,11.37,6.22,0.18,11.91,1.22,0.19,0.08,100,9.84,52.03,1.356,0.155026,0.597119,0.830004,,,,,,362,0.77,0.6,0.5,4.1,0.8,94.7,7.2,193.1,7.48,3.43,0.87,3.4,0.25,69.9,1.87,23.1,13.6,12.61,21.06,2.54,10.33,2.94,0.794,2.83,0.49,2.94,0.68,1.88,,1.84,0.32,35,73,211,,175,55,82,2.4,13.4,1.8,4292.42
SE2-6,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.808291,121.514243,core,SE2,315.93,,,,51.374,0.723,13.716,10.635,5.883,0.171,11.007,0.826,0.727,0.081,0.197,4.53,,95.143,99.67,99.87,54,0.76,14.42,11.18,6.18,0.18,11.57,0.87,0.76,0.09,100,9.57,52.3,1.553,0.880145,0.619216,0.766839,,,,,,442,0.08,0.8,0.5,4.6,1.39,276.3,26.5,152.4,6.74,3.16,0.89,3.5,0.26,70.9,1.98,20.7,14.6,13.36,22.01,2.6,10.75,3.04,0.773,3.06,0.49,3.22,0.66,1.97,,1.83,0.33,34,73,221,,155,102,81,2.3,3.8,1.7,4334.385
SE2-7,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.808291,121.514243,core,SE2,328.09,,,,52.86,0.745,14.119,10.89,6.091,0.178,8.937,1.972,0.334,0.083,0.161,3.534,,96.209,99.74,99.9,54.94,0.77,14.68,11.32,6.33,0.19,9.29,2.05,0.35,0.09,100,9.8,52.58,2.306,0.169371,0.711347,0.816852,,,,,,361,0.09,0.8,0.7,3.5,1.17,101.8,12.6,121.4,5.85,3.27,0.9,3.5,0.26,73.8,1.94,20,14.8,13.24,22.08,2.61,10.8,3,0.808,2.98,0.49,3.12,0.69,1.94,,1.81,0.33,35,76,221,,168,56,87,2.5,5.5,1.4,4466.275
CD339W3-4,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,224.7,,,,50.569,0.698,13.603,11.008,5.937,0.157,8.36,2.922,0.14,0.07,0.355,6.1,,93.464,99.56,99.92,54.11,0.75,14.55,11.78,6.35,0.17,8.94,3.13,0.15,0.07,100,9.91,51.67,3.062,0.047912,0.675006,0.781849,,,,,,227,0.04,0.5,0.6,1.7,0.15,76,3.7,88,2.9,2.25,0.9,3.4,0.25,69.2,2.03,16.4,12.6,12.28,21.47,2.52,10.09,2.54,0.703,2.96,0.47,3.16,0.66,1.93,,1.73,0.29,30,74,211,,120,56,70,3,4,1.8,4184.51
CD339W3-5,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,242.37,,,,50.314,0.737,13.551,11.674,5.929,0.175,9.12,2.605,0.119,0.079,0.064,5.547,,94.303,99.85,99.91,53.35,0.78,14.37,12.38,6.29,0.19,9.67,2.76,0.13,0.08,100,10.5,50.17,2.724,0.045681,0.64561,0.825087,,,,,,165,0.08,0.5,0.4,0.7,5.1,63.2,1.9,118.8,4.05,2.53,0.96,3.8,0.3,72.7,2.04,18.1,14.9,12.97,22.72,2.67,10.97,2.72,0.784,3.08,0.49,3.33,0.69,2.01,,1.91,0.29,34,66,229,,53,120,84,3.1,4.8,1.6,4418.315
SE13-10,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.814482,121.516867,core,SE13,807.14,,,,52.26,0.683,13.886,10.862,7.054,0.168,9.7,2.739,0.168,0.072,0.17,2.125,,97.592,99.72,99.89,53.55,0.7,14.23,11.13,7.23,0.17,9.94,2.81,0.17,0.07,100,9.77,56.29,2.907,0.061336,0.622214,0.938239,,,,,,418,0.06,0.7,0.4,0.7,0.49,66.5,3.8,119.2,4.88,1.83,0.81,3.3,0.3,67.4,1.82,13.7,14.9,10.9,19.51,2.33,9.37,2.55,0.807,2.67,0.43,3.11,0.64,1.72,,1.79,0.24,38,99,215,,295,42,77,3.3,1,1.9,4094.585
SE13-3,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.814482,121.516867,core,SE13,744.07,,,,52.502,0.691,14.048,10.949,7.19,0.172,9.397,2.214,0.482,0.071,0.273,1.89,,97.716,99.61,99.88,53.73,0.71,14.38,11.2,7.36,0.18,9.62,2.27,0.49,0.07,100,9.85,56.56,2.696,0.217706,0.661313,0.93393,,,,,,362,0.07,0.6,0.4,0.6,0.32,146.3,14.1,92.3,5.38,2.06,0.81,3.6,0.3,70.1,1.97,15,14.6,10.83,19.33,2.33,9.66,2.27,0.759,2.71,0.45,3.1,0.65,1.72,,1.86,0.26,36,124,214,,439,51,110,2.6,2.3,1.7,4142.545
SE13-4,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.814482,121.516867,core,SE13,749.25,,,,52.284,0.654,13.254,10.877,7.95,0.168,9.732,1.66,0.686,0.071,0.232,2.284,,97.336,99.62,99.85,53.71,0.67,13.62,11.17,8.17,0.17,10,1.71,0.7,0.07,100,9.79,59.17,2.346,0.413253,0.626344,0.856682,,,,,,409,0.51,0.6,0.6,,0.42,218.7,19.4,81.7,4.65,1.84,0.76,3.3,0.29,64.5,1.8,13.3,13.9,10.79,18.68,2.27,9.28,2.31,0.687,2.58,0.41,2.89,0.62,1.6,,1.7,0.24,35,98,217,,285,82,88,2.4,,1.6,3920.73
CD339W3-6,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,274.7,,,,51.483,0.408,8.41,11.166,16.98,0.184,6.521,1.107,0.133,0.041,0.154,3.098,,96.433,99.53,99.69,53.39,0.42,8.72,11.58,17.61,0.19,6.76,1.15,0.14,0.04,100,10.05,75.11,1.24,0.120145,0.608682,0.605048,,,,,,270,0.06,0.3,0.4,0.9,1.09,21.4,6.4,34.8,2.13,0.74,0.47,1.9,0.13,34.5,1,9.6,9.3,7.35,11.11,1.32,5.5,1.4,0.304,1.68,0.26,1.8,0.37,1.01,,0.99,0.16,33,337,162,,1852,45,75,4,2,1.7,2445.96
CD339W3-7,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,277.4,,,,50.457,0.427,8.681,11.357,16.554,0.19,6.784,0.405,0.804,0.043,0.031,3.92,,95.702,99.62,99.65,52.72,0.45,9.07,11.87,17.3,0.2,7.09,0.42,0.84,0.04,100,10.22,74.31,1.209,1.985185,0.626055,0.791684,,,,,,252,0.78,0.3,,,5.69,199.1,44.4,53.1,1.86,1.03,0.48,1.8,0.14,36.8,1.02,11,9.2,7.05,10.42,1.24,5.4,1.26,0.379,1.7,0.26,1.81,0.38,1.09,,0.99,0.14,26,391,151,,1811,40,94,3,6.5,1.8,2559.865
CD339W3-10,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,321.87,,,,49.81,0.654,14.17,11.247,10.057,0.183,9.96,1.877,0.19,0.071,0.859,0.758,,98.219,98.98,99.84,50.71,0.67,14.43,11.45,10.24,0.19,10.14,1.91,0.19,0.07,100,10.12,63.94,2.067,0.101225,0.662292,0.881942,,,,,,349,0.67,0.4,0.5,,7.71,30.3,4,138.8,2.96,0.49,0.12,2.3,0.18,52.1,1.44,21.4,14.8,5.9,9.19,1.25,6.31,1.93,0.64,2.55,0.42,2.95,0.65,1.87,,1.86,0.3,33,184,206,,605,64,91,2.6,1.7,1.8,3920.73
CD339W3-9,Basalt,External,Naru Said,,Kalgoorlie-Kambalda Strat,-31.370941,121.781696,core,CD339W3,316.71,,,,48.824,0.624,13.384,11.351,11.761,0.181,9.913,1.255,0.049,0.071,0.266,2.136,,97.413,99.55,99.82,50.12,0.64,13.74,11.65,12.07,0.19,10.18,1.29,0.05,0.07,100,10.21,67.27,1.304,0.039044,0.664742,0.845227,,,,,,430,0.76,0.2,,,,22.6,,103.3,1.12,0.5,0.12,2.3,0.15,49.5,1.33,21.3,14.7,5.56,8.76,1.23,5.84,1.79,0.579,2.45,0.4,2.89,0.62,1.75,,1.85,0.3,34,279,203,,770,50,97,3,0.9,1.6,3740.88
SE13-17,Dolerite,External,Naru Said,,Kalgoorlie-Kambalda Strat,-30.814482,121.516867,core,SE13,847.14,,,,44.589,0.668,13.9,10.444,6.594,0.155,9.256,3.169,0.113,0.071,0.042,10.902,,88.959,99.86,99.9,50.12,0.75,15.63,11.74,7.41,0.17,10.4,3.56,0.13,0.08,100,9.4,55.59,3.282,0.035658,0.627314,0.823948,,,,,,292,0.62,0.4,0.5,1.2,0.61,162.5,19,48.3,1.65,1.87,0.55,2.1,0.15,44.2,1.22,12.3,12.2,8.9,13.81,1.65,6.88,1.77,0.502,1.94,0.33,2.11,0.45,1.24,,1.23,0.21,32,225,178,,1163,27,89,2.5,2.5,1.7,4004.66
